endorser,category,candidate,endorsement
San Francisco Human Services Network,"Member, Board of Education",Matt Haney,NA
San Francisco Human Services Network,"Member, Board of Education",Phil Kim,NA
San Francisco Human Services Network,"Member, Board of Education",Rachel Norton,NA
San Francisco Human Services Network,"Member, Board of Education",Rob Geller,NA
San Francisco Human Services Network,"Member, Board of Education",Stevon Cook,NA
San Francisco Human Services Network,"Member, Board of Education",Trevor McNeil,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",Andy Thornley,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",Brian J. Larkin,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",David Lee,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",Jason Jungreis,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",Jonathan Lyens,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",Marjan Philhour,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",Richie Greenberg,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 5",Dean Preston,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 5",London Breed,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 7",Ben Matranga,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 7",Joel Engardio,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 7",John Farrell,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 7",Mike Young,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 7",Norman Yee,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 9",Hillary Ronen,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 9",Iswari Espana,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 9",Joshua Arce,NA
San Francisco Human Services Network,"Member, Board of Supervisors, District 9",Melissa San Miguel,NA
San Francisco Human Services Network,"Member, Community College Board",Alex Randolph,NA
San Francisco Human Services Network,"Member, Community College Board",Dr. Amy Bacharach,NA
San Francisco Human Services Network,"Member, Community College Board",Rafael Mandelman,NA
San Francisco Human Services Network,"Member, Community College Board",Shanell Williams,NA
San Francisco Human Services Network,"Member, Community College Board",Tom Temprano,NA
San Francisco Human Services Network,"Member, State Assembly, District 17",David Chiu,NA
San Francisco Human Services Network,"Member, State Assembly, District 17",Matthew Del Carlo,NA
San Francisco Human Services Network,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
San Francisco Human Services Network,"Member, State Assembly, District 19",Phil Ting,NA
San Francisco Human Services Network,"State Senator, District 11",Jane Kim,NA
San Francisco Human Services Network,"State Senator, District 11",Scott Wiener,NA
San Francisco Human Services Network,"United States Representative, District 12",Nancy Pelosi,NA
San Francisco Human Services Network,"United States Representative, District 12",Preston Picus,NA
San Francisco Human Services Network,"United States Representative, District 13",Barbara Lee,NA
San Francisco Human Services Network,"United States Representative, District 13",Sue Caro,NA
San Francisco Human Services Network,"United States Representative, District 14",Angel Cardenas,NA
San Francisco Human Services Network,"United States Representative, District 14",Jackie Speier,NA
San Francisco Human Services Network,President and Vice President,Donald J. Trump and Michael R. Pence,NA
San Francisco Human Services Network,President and Vice President,Gary Johnson and Bill Weld,NA
San Francisco Human Services Network,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
San Francisco Human Services Network,President and Vice President,Hillary Clinton and Tim Kaine,NA
San Francisco Human Services Network,President and Vice President,Jill Stein and Ajamu Baraka,NA
San Francisco Human Services Network,Regional Proposition,RR,Abstain
San Francisco Human Services Network,SF Proposition,A,Abstain
San Francisco Human Services Network,SF Proposition,B,Abstain
San Francisco Human Services Network,SF Proposition,C,Yes
San Francisco Human Services Network,SF Proposition,D,Abstain
San Francisco Human Services Network,SF Proposition,E,Abstain
San Francisco Human Services Network,SF Proposition,F,Abstain
San Francisco Human Services Network,SF Proposition,G,Abstain
San Francisco Human Services Network,SF Proposition,H,Abstain
San Francisco Human Services Network,SF Proposition,I,Yes
San Francisco Human Services Network,SF Proposition,J,Yes
San Francisco Human Services Network,SF Proposition,K,Yes
San Francisco Human Services Network,SF Proposition,L,Abstain
San Francisco Human Services Network,SF Proposition,M,Abstain
San Francisco Human Services Network,SF Proposition,N,Abstain
San Francisco Human Services Network,SF Proposition,O,Abstain
San Francisco Human Services Network,SF Proposition,P,No
San Francisco Human Services Network,SF Proposition,Q,No
San Francisco Human Services Network,SF Proposition,R,Abstain
San Francisco Human Services Network,SF Proposition,S,Yes
San Francisco Human Services Network,SF Proposition,T,Yes
San Francisco Human Services Network,SF Proposition,U,No
San Francisco Human Services Network,SF Proposition,V,Yes
San Francisco Human Services Network,SF Proposition,W,Yes
San Francisco Human Services Network,SF Proposition,X,Yes
San Francisco Human Services Network,State Proposition,51,Abstain
San Francisco Human Services Network,State Proposition,52,Yes
San Francisco Human Services Network,State Proposition,53,Abstain
San Francisco Human Services Network,State Proposition,54,Abstain
San Francisco Human Services Network,State Proposition,55,Yes
San Francisco Human Services Network,State Proposition,56,Abstain
San Francisco Human Services Network,State Proposition,57,Abstain
San Francisco Human Services Network,State Proposition,58,Abstain
San Francisco Human Services Network,State Proposition,59,Abstain
San Francisco Human Services Network,State Proposition,60,Abstain
San Francisco Human Services Network,State Proposition,61,Abstain
San Francisco Human Services Network,State Proposition,62,Abstain
San Francisco Human Services Network,State Proposition,63,Abstain
San Francisco Human Services Network,State Proposition,64,Abstain
San Francisco Human Services Network,State Proposition,65,Abstain
San Francisco Human Services Network,State Proposition,66,Abstain
San Francisco Human Services Network,State Proposition,67,Abstain
San Francisco Human Services Network,United States Senator,Kamala D. Harris,NA
San Francisco Human Services Network,United States Senator,Loretta L. Sanchez,NA
San Francisco League of Conservation Voters,"BART Director, District 7",Lateefah Simon,Yes
San Francisco League of Conservation Voters,"BART Director, District 7",Roland Emerson,No
San Francisco League of Conservation Voters,"BART Director, District 7",Will Roscoe,No
San Francisco League of Conservation Voters,"BART Director, District 7",Zakhary Mallett,No
San Francisco League of Conservation Voters,"BART Director, District 9",Bevan Dufty,No
San Francisco League of Conservation Voters,"BART Director, District 9",Gywneth Borden,Yes
San Francisco League of Conservation Voters,"BART Director, District 9",Michael Petraeus,No
San Francisco League of Conservation Voters,"Judge of the Superior Court, Office No 7",Paul Henderson,NA
San Francisco League of Conservation Voters,"Judge of the Superior Court, Office No 7",Victor Hwang,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Ian Kalin,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Jill Wynns,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Mark Sanchez,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Matt Haney,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Phil Kim,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Rachel Norton,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Rob Geller,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Stevon Cook,NA
San Francisco League of Conservation Voters,"Member, Board of Education",Trevor McNeil,NA
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",Andy Thornley,Yes
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",David Lee,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",Jason Jungreis,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",Jonathan Lyens,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",Marjan Philhour,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",Richie Greenberg,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,Abstain
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 3",Aaron Peskin,Yes
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 3",Tim E. Donnelly,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 5",Dean Preston,Yes
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 5",London Breed,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 7",Ben Matranga,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 7",Joel Engardio,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 7",John Farrell,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 7",Mike Young,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 7",Norman Yee,Yes
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 9",Hillary Ronen,Yes
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 9",Iswari Espana,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 9",Joshua Arce,No
San Francisco League of Conservation Voters,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
San Francisco League of Conservation Voters,"Member, Community College Board",Alex Randolph,NA
San Francisco League of Conservation Voters,"Member, Community College Board",Dr. Amy Bacharach,NA
